USDZAR,GBPZAR,EURZAR,GBPCNY,EURUSD,GBPUSD,NVDA.Close,AAPL.Close,AMZN.Close,DJT.Close,PDCO.Close,MLGO.Close
19.2105,23.3763,20.2056,8.9058,1.0539,1.22,43.0890007,170.6900024,125.9800034,16.34000015,29.70000076,456
19.0522,23.1618,20.1315,8.8676,1.0536,1.21415,42.4679985,170.4299927,125.9800034,16.54000092,29.51000023,420
18.8299,22.9782,19.9258,8.8938,1.0605,1.2184,41.9109993,171.9600067,125.9800034,16.61000061,29.75,470
18.8488,23.0926,20.0551,8.9523,1.0647,1.2246,41.61000061,174.7899933,129.1199951,16.28000069,29.51000023,956
18.8225,23.1724,20.0629,8.9801,1.0635,1.22625,41.01699829,173.9299927,129.3300018,15.69999981,29.28000069,792
18.9406,23.4276,20.256,9.0344,1.0702,1.23645,42.23899841,175.4900055,135.2899933,15.88000011,29.29000092,737.7999878
18.9623,23.4867,20.2688,9.0464,1.0713,1.2396,43.52000046,179.0700073,137.6300049,15.71000004,29.04999924,691.5999756
19.0162,23.5306,20.2674,9.0295,1.0663,1.24025,43.9659996,177.9700012,139.9799957,15.85000038,28.28000069,714.2000122
19.0481,23.6901,20.3148,9.0174,1.0658,1.24125,43.90000153,175.0099945,140.3899994,16,28.34000015,624
18.8964,23.562,20.273,9.0344,1.073,1.24655,45.58100128,175.7400055,144.7200012,16.10000038,28.5,618
18.9205,23.5778,20.315,9.0857,1.0733,1.24775,45.48500061,174.2100067,144.8500061,16.19000053,28.05999947,618
18.8974,23.5962,20.258,9.0897,1.0713,1.24685,44.86999893,176.3000031,141.2299957,16.12999916,28.95999908,578
18.8866,23.6555,20.2663,9.1344,1.0724,1.25135,45.1780014,179.3600006,143.1000061,16.34000015,29.19000053,470
19.1072,23.8754,20.4762,9.169,1.0704,1.24825,45.5719986,178.1799927,138.2299957,16.81999969,29,475
19.2588,24.0177,20.6281,9.1427,1.071,1.2456,46.24100113,177.5599976,137.8500061,17.28000069,29.46999931,548
19.2574,24.1834,20.6689,9.134,1.0745,1.2551,47.06100082,182.9100037,135.3600006,17.65999985,29.64999962,566
19.2291,24.1181,20.6568,9.1713,1.0731,1.25545,48.54800034,189.6999969,137.2700043,17.11000061,29.73999977,592
18.7612,23.7817,20.3541,9.1622,1.0844,1.26785,48.50899887,189.4600067,138.1199951,16.51000023,30.22999954,596
18.687,23.7251,20.3446,9.1976,1.0868,1.268,49.35499954,187.8699951,138.0099945,16.42000008,30.04000092,651
18.5753,23.5229,20.2211,9.2665,1.0886,1.2665,49.26399994,187.6499939,135.0700073,15.59000015,30.73999977,660
18.4811,23.3001,19.9781,9.1705,1.0803,1.25885,48.7840004,184.1199951,134.9100037,15,33.33000183,596
18.6564,23.4847,20.1153,9.1492,1.0808,1.26125,46.01800156,178.6100006,133.2599945,15.26000023,33.63999939,510
18.6003,23.6373,20.2037,9.2028,1.084,1.2685,47.1629982,176.3800049,131.8399963,13.93000031,33.81000137,502
18.7366,23.6661,20.2505,9.2335,1.0805,1.26265,47.11600113,181.1199951,135.5200043,13.97999954,33.91999817,469.6000061
18.8288,24.0782,20.5573,9.2867,1.0887,1.27645,45.66799927,177.2299957,134.25,14.81999969,33.77999878,454
19.071,24.245,20.754,9.2737,1.0908,1.27415,46.96699905,175.8399963,134.6799927,15.10999966,34,468
19.0725,24.2698,20.7395,9.2706,1.0867,1.27175,43.29899979,174.4900055,133.2200012,15.10000038,34.18999863,453
19.1627,24.4017,20.8394,9.3015,1.09,1.27485,43.34400177,174,133.9799957,15.03999996,33.56999969,460
19.0333,24.2865,20.8072,9.3027,1.0916,1.2742,43.48600006,176.5700073,135.0700073,17.03000069,33.47000122,468
19.2499,24.432,21.0228,9.2786,1.0926,1.2709,43.93999863,177.4499969,137.6699982,16.72999954,33.83000183,468
18.9699,24.0785,20.7815,9.1938,1.093,1.27015,43.75299835,179.4600067,140.5700073,17.29999924,34.31000137,473.3999939
18.8743,23.9769,20.7485,9.1934,1.1004,1.2716,40.85499954,177.7899933,138.4100037,16.59000015,33.56000137,498
18.793,23.9837,20.7118,9.1883,1.1019,1.2771,42.38800049,177.9700012,138.5599976,16.60000038,33.09999847,460.7999878
18.792,23.9523,20.6298,9.1817,1.0944,1.27205,44.66400146,179.8000031,139.9400024,15.14999962,33.22000122,460
18.593,23.6717,20.4179,9.1831,1.0984,1.27285,45.41699982,178.8500061,142.2200012,15.43000031,33.56999969,458
18.685,23.7384,20.4554,9.1493,1.0946,1.27,44.68000031,181.9900055,139.5700073,15.44999981,33.29999924,460
18.6493,23.6584,20.3538,9.1027,1.0932,1.26515,44.51499939,191.1699982,128.9100037,15.56999969,33.02000046,460
18.3776,23.5141,20.197,9.1247,1.0985,1.2782,44.26900101,192.5800018,128.2100067,15.64999962,33.09999847,468
18.08,23.1704,19.8382,9.1535,1.097,1.27995,46.50699997,195.6100006,131.6900024,16.62999916,33.08000183,462
17.7117,22.74,19.5076,9.1924,1.1023,1.28655,46.72900009,196.4499969,133.6799927,16.87000084,32.88999939,464
17.8692,22.8707,19.5828,9.198,1.101,1.28525,46.75,195.8300018,132.2100067,16.56999969,32.54000092,472
17.4946,22.7132,19.4715,9.2166,1.1125,1.29565,45.90000153,193.2200012,128.25,16.47999954,32.38000107,478
17.6488,22.7722,19.5372,9.2387,1.1059,1.2921,45.45199966,194.5,128.1499939,16.65999985,32.22000122,465.6000061
17.7103,22.7578,19.5947,9.1725,1.1051,1.28405,45.67900085,193.6199951,129.1300049,16.34000015,32.43999863,464
18.029,23.1357,19.9779,9.2106,1.1096,1.28345,44.61199951,192.75,128.8000031,17.62999916,32.36999893,464
17.956,23.0752,19.9958,9.2295,1.1123,1.2846,44.30899811,191.9400024,130,20.07999992,32.20999908,466
17.7673,22.9642,19.9118,9.2216,1.1197,1.2897,45.52000046,193.1300049,129.9600067,13.35999966,32.36000061,464
17.8435,23.0841,20.0258,9.3107,1.1222,1.292,47.07699966,195.1000061,135.3600006,13.64000034,32.45999908,476
17.9507,23.484,20.1739,9.3877,1.1255,1.31225,47.49399948,193.7299957,132.8300018,13.18000031,32.50999832,468
18.0381,23.6137,20.2713,9.3811,1.123,1.3079,46.46099854,193.9900055,133.5599976,13.25,32.52999878,460
18.0212,23.643,20.2342,9.3613,1.1221,1.31105,45.46900177,190.6900024,134.6799927,12.85000038,32.06999969,470
18.0317,23.5719,20.1468,9.3861,1.1182,1.3066,45.97700119,190.5399933,134.3000031,13.05000019,32.81999969,474
18.4797,23.9062,20.3729,9.3122,1.1022,1.29185,43.90200043,189.7700043,130.8000031,13.06000042,32.61000061,476
18.666,24.0688,20.555,9.2965,1.0989,1.29115,42.40499878,188.0800018,128.7799988,13.35000038,32.75999832,464
18.7796,24.0604,20.5759,9.2672,1.0956,1.27865,42.18000031,188.6100006,127.1299973,13.44999981,32.29999924,464
19.0764,24.3081,20.7514,9.2596,1.0888,1.2762,42.50299835,190.6799927,129.7799988,13.60999966,32.02999878,466
18.8717,23.9728,20.4683,9.2051,1.0899,1.27715,42.10300064,191.8099976,128.3600006,13.89999962,32.09999847,464
18.7475,23.8112,20.3954,9.2159,1.0879,1.2699,42.31700134,191.3300018,130.3800049,14.82999992,32.16999817,456
18.9237,23.8922,20.519,9.2193,1.0866,1.2647,42.30199814,193.9700012,130.3600006,12.56000042,33.25999832,462
18.6881,23.6236,20.3934,9.1496,1.0938,1.2656,40.8219986,189.5899963,127.9000015,12.68000031,33.11999893,452
18.6692,23.7313,20.4353,9.1489,1.0938,1.26915,41.11700058,189.25,129.0399933,12.65999985,32.41999817,462
18.5001,23.5497,20.2345,9.1984,1.0951,1.2733,41.87599945,188.0599976,129.1799927,12.75,32.27000046,458
18.6639,23.7731,20.3268,9.1983,1.0918,1.27105,40.63199997,185.2700043,127.3300018,12.72000027,31.56999969,463.7999878
18.6313,23.6571,20.2466,9.1238,1.0884,1.27195,42.20899963,186.6799927,129.3300018,12.46000004,31.13999939,462.3999939
18.3344,23.4149,20.1477,9.1432,1.0985,1.2815,43.02500153,187,130.1499939,12.57999992,31.26000023,470
18.3266,23.3362,20.031,9.1377,1.0923,1.27035,43.04499817,183.9600067,124.8300018,12.73999977,32.40999985,468.2000122
18.1404,23.2034,19.8456,9.146,1.0933,1.27655,43.80799866,185.0099945,125.7799988,12.76000023,28.26000023,434
18.3303,23.2071,19.8489,9.0872,1.0819,1.26695,42.65299988,186.0099945,127.1100006,12.81999969,27.92000008,502.3999939
18.5134,23.3861,19.9908,9.074,1.0809,1.26425,42.99700165,183.9499969,126.4199982,12.92000008,27.13999939,514
18.6557,23.439,20.1538,9.0169,1.0793,1.2569,41.02199936,183.3099976,126.6600037,13.05000019,27.67000008,502
18.6442,23.4805,20.0985,8.939,1.0765,1.25765,39.48199844,183.7899933,126.5699997,12.78999996,27.63999939,518
18.8235,23.6122,20.2607,8.967,1.078,1.2546,38.77000046,180.9600067,123.4300003,12.81000042,27.54999924,530
18.963,23.6411,20.3264,8.9143,1.0737,1.2465,38.50999832,180.5700073,124.25,12.89999962,27.62999916,497
19.1543,23.7858,20.4683,8.8767,1.0717,1.24545,37.47499847,177.8200073,121.2300034,12.88000011,27.54999924,472.2000122
19.2197,23.8804,20.567,8.8349,1.0683,1.2415,38.65399933,179.2100067,126.6100006,12.89999962,27.17000008,460.2000122
19.3505,23.9656,20.6837,8.8179,1.069,1.23915,39.17100143,179.5800018,125.3000031,12.96000004,26.86000061,454.2000122
19.5325,24.4762,21.0327,8.8393,1.0763,1.2528,39.32699966,180.9499969,124.25,12.93000031,27.03000069,452
19.8618,24.6792,21.2005,8.8883,1.0697,1.2467,39.77000046,180.0899963,122.7699966,12.85000038,26.27000046,486
19.7754,24.4423,21.0983,8.8061,1.0683,1.2364,37.83399963,177.25,120.5800018,12.88000011,26.19000053,463.6000061
19.7773,24.4537,21.1618,8.7851,1.0744,1.24285,40.11100006,177.3000031,121.6600037,12.86999989,26.07999992,458.2000122
19.7446,24.3935,21.1859,8.7107,1.0751,1.2378,38.94599915,175.4299927,120.1100006,13.02999973,26.5,434
19.3032,23.8683,20.7104,8.7413,1.0735,1.23595,37.97999954,172.9900055,115,13.22999954,26.20000076,438
19.2015,23.8569,20.705,8.7234,1.0785,1.2377,30.53800011,171.8399963,116.75,13.43000031,26.56999969,432
19.2486,23.8548,20.7914,8.755,1.0779,1.23855,30.68799973,171.5599976,114.9899979,13.52999973,26.89999962,436
19.3112,23.9962,20.8561,8.7371,1.0822,1.24495,31.1760006,174.1999969,115.0100021,13.27999973,27.12999916,436
19.3487,24.006,20.8696,8.7258,1.0808,1.2429,31.26399994,175.1600037,116.25,13.28999996,26.98999977,438
19.4532,24.1764,21.025,8.7353,1.0813,1.2433,31.6779995,175.0500031,118.1500015,13.18000031,27.28000069,428
19.1906,23.8635,20.7949,8.7206,1.0829,1.24475,30.1779995,172.6900024,115.5,13.27000046,27.02000046,428
19.1078,23.9268,20.8179,8.7184,1.0881,1.25345,29.21299934,172.0700073,113.4000015,13.26000023,26.75,428
19.025,23.7556,20.6916,8.6996,1.0876,1.25065,28.95299911,172.0700073,111.1999969,13.38000011,27.04999924,428
19.3767,24.2849,21.1439,8.6802,1.0892,1.2538,28.34000015,172.5700073,110.2600021,13.52000046,26.57999992,418
18.9363,23.8153,20.7031,8.6995,1.093,1.2602,28.57799911,173.75,112.1800003,13.93000031,26.45999908,412
18.7662,23.6961,20.5603,8.7464,1.095,1.26105,28.88500023,173.5599976,110.1900024,13.57999992,26.29999924,416
18.413,23.2224,20.2156,8.7275,1.0959,1.26205,28.57099915,171.7700043,106.6200027,13.43000031,26.04999924,392
18.3544,23.1394,20.2394,8.7255,1.1014,1.2613,28.68000031,173.5700073,105.6600037,12.92000008,26.60000038,378
18.2713,22.9634,20.1825,8.6855,1.1074,1.2572,27.56200027,165.7899933,104,12.97999954,26.02000046,382
18.3746,22.9995,20.2792,8.6616,1.1043,1.2506,27.80200005,167.4499969,103.6500015,12.93000031,26.73999977,384
18.4292,22.9979,20.2169,8.6194,1.0965,1.24715,28.20999908,168.5399933,103.6299973,12.89999962,26.56999969,400
18.4303,22.9531,20.2346,8.6875,1.0981,1.24635,27.74900055,169.6799927,105.4499969,13.07999992,27.11000061,392
18.2813,22.7895,20.1771,8.636,1.1039,1.2486,26.95599937,163.7599945,104.9800034,13.06000042,26.37000084,374
18.2179,22.7085,20.0998,8.5924,1.1022,1.24555,26.24099922,163.7700043,102.5699997,13.35999966,26.61000061,412
18.1616,22.5758,19.9487,8.5878,1.1002,1.24475,27.04199982,165.3300018,106.2099991,13.42000008,27.29000092,412
18.0983,22.4591,19.8312,8.5451,1.0978,1.23845,27.11899948,165.0200043,106.9599991,13.03999996,27.42000008,422
18.1901,22.6439,19.96,8.5599,1.0944,1.2439,27.10400009,166.6499939,103.8099976,12.94999981,27.06999969,428
18.277,22.7494,20.017,8.5729,1.0933,1.24145,27.93099976,167.6300049,104.3000031,13.03999996,26.70000076,413
18.2393,22.6723,20.0121,8.5452,1.0972,1.2439,27.66699982,166.4700012,102.3000031,13.15999985,26.59000015,416
18.1459,22.4855,19.9187,8.5065,1.0981,1.2406,27.00200081,165.2299957,102.7399979,13.35000038,26.87000084,410
18.1129,22.6701,20.0365,8.549,1.1057,1.2512,26.75799942,165.2100067,102.5100021,13.11999989,26.55999947,410
18.2601,22.858,20.1117,8.5919,1.1015,1.2506,26.46299934,165.5599976,102.4000015,13.14000034,26.77000046,414
18.4256,22.88,20.1263,8.5689,1.0922,1.24125,26.49500084,160.1000061,97.83000183,13.01000023,26.68000031,416
18.3474,22.826,20.006,8.5612,1.0905,1.2453,27.16900063,160.8000031,99.91999817,13.10000038,27.18000031,410
18.1575,22.6224,19.788,8.5476,1.0915,1.24605,27.03700066,164.6600037,102.0599976,13.34000015,26.5,408
17.9286,22.3525,19.6318,8.5631,1.094,1.2468,26.88100052,163.7599945,101.0999985,13.57999992,26.72999954,410
17.8028,22.1992,19.4424,8.6049,1.0901,1.25045,27.45299911,165.6300049,103.9499969,14.02999973,26.34000015,410
17.9478,22.1045,19.442,8.5264,1.087,1.2365,27.96500015,166.1699982,102.4100037,15.25,26.70999908,414
17.8139,22.0127,19.3727,8.4938,1.0875,1.23755,27.77700043,164.8999939,103.2900009,14.05000019,26.77000046,414
18.0836,22.3369,19.6461,8.5082,1.0886,1.2339,27.38299942,162.3600006,102,13.06000042,26.32999992,410
18.1442,22.3292,19.6574,8.4774,1.0847,1.2346,26.98399925,160.7700043,100.25,13.09000015,26.30999947,410
18.2859,22.5072,19.7862,8.4748,1.0841,1.2309,26.40999985,157.6499939,97.23999786,13.34000015,26.62999916,416
18.3017,22.4178,19.7018,8.4506,1.0773,1.22625,26.53100014,158.2799988,98.04000092,13.63000011,26.68000031,418
18.1647,22.2617,19.5979,8.3948,1.0745,1.22165,26.77899933,160.25,98.12999725,12.92000008,26.55999947,424
18.128,22.3192,19.7523,8.4118,1.0879,1.23075,27.19099998,158.9299927,98.70999908,13.5,26.40999985,420
18.5316,22.7476,19.9715,8.4159,1.0785,1.2271,26.46800041,157.8300018,98.69999695,13.30000019,26.56999969,410
18.5427,22.6008,19.7294,8.4278,1.0717,1.22325,25.89999962,157.3999939,97.70999908,13.86999989,26.30999947,412
18.3149,22.237,19.5163,8.3608,1.0623,1.2131,25.72500038,155,98.94999695,12.5,25.36000061,420
18.3496,22.1911,19.4891,8.351,1.0595,1.2049,25.54100037,155.8500061,100.0400009,12.56999969,25.79999924,420
18.2294,22.1451,19.5656,8.2999,1.0549,1.2065,24.22800064,152.9900055,96.19999695,12.51000023,25.73999977,424
18.2052,22.1266,19.4613,8.3419,1.0737,1.2166,24.06299973,152.5899963,94.87999725,13.25,25.94000053,412
18.1428,21.9319,19.4328,8.3234,1.0706,1.2086,22.9659996,150.4700012,92.43000031,13.22999954,26.13999939,424
18.4585,22.0506,19.5568,8.3534,1.0586,1.19925,22.96500015,148.5,90.73000336,13.72999954,26.42000008,414
18.6267,22.0782,19.6493,8.2801,1.0554,1.18895,23.43600082,150.5899963,92.25,14.02999973,26.72999954,420
18.6706,22.0911,19.6862,8.2259,1.0545,1.18375,24.18099976,152.8699951,93.91999817,14.22999954,26.90999985,418
18.2798,21.987,19.5192,8.2635,1.0665,1.19865,23.28800011,151.6000061,93.55000305,14.30000019,27.18000031,416
18.1994,21.8984,19.3823,8.3164,1.0646,1.2003,23.55400085,153.8300018,93.75,14.56999969,27.37000084,410
18.1537,21.7554,19.2847,8.2699,1.0615,1.2005,23.88999939,151.0299988,94.90000153,14.47000027,27.30999947,406
18.1847,21.7616,19.3303,8.2628,1.0605,1.1981,23.31399918,145.9100037,92.12999725,14.46000004,26.97999954,422
18.1575,21.9397,19.3232,8.2435,1.0684,1.205,22.69799995,145.3099976,92.16999817,14.76000023,27.02000046,438
18.4803,22.2466,19.5919,8.3932,1.0619,1.2095,23.2159996,147.4100037,94.23000336,14.78999996,26.52000046,402
18.3413,21.9453,19.3592,8.3531,1.0554,1.1982,23.50099945,147.9199982,93.76000214,14.97000027,26.92000008,410
18.309,22.0386,19.3966,8.3044,1.057,1.19865,23.2859993,146.7100067,93.5,14.64999962,27.42000008,392
18.3119,22.0622,19.4317,8.2967,1.0616,1.2029,23.66399956,149.3999939,95.81999969,14.81000042,27.78000069,450
18.3646,22.2202,19.5665,8.3151,1.0644,1.2083,20.75399971,148.9100037,95.79000092,14.86999989,27.87000084,392
18.2314,21.906,19.4475,8.3395,1.0664,1.211,20.65500069,148.4799957,94.58000183,15.01000023,28.22999954,362
18.2712,21.7793,19.4351,8.2379,1.0625,1.1935,21.38800049,152.5500031,97.19999695,15.03999996,28.81999969,386
18.0048,21.7012,19.2886,8.2383,1.07,1.2055,22.00200081,153.7100067,98.15000153,15.13000011,28.64999962,403
17.9856,21.7356,19.277,8.2233,1.07,1.20575,22.76399994,155.3300018,101.1600037,15.10000038,30.02000046,412
17.8519,21.7061,19.164,8.2971,1.0759,1.2203,22.97100067,153.1999969,99.69999695,15,29.88999939,404
17.9937,21.6825,19.2173,8.2811,1.0686,1.2058,21.78800011,153.8500061,99.54000092,14.81000042,29.95000076,416
17.7503,21.5018,19.0532,8.2188,1.069,1.2109,21.26499939,151.0099945,97.61000061,15.01000023,29.73999977,386
17.7007,21.4789,19.0424,8.2484,1.0771,1.2149,22.33699989,150.8699951,98.23999786,15.11999989,29.12000084,368
17.5344,21.1833,18.8442,8.1969,1.0735,1.2094,22.20499992,151.9199982,100.0500031,15.64000034,29.61000061,418
17.6448,21.2188,18.9205,8.1594,1.07,1.19865,22.17300034,154.6499939,102.1100006,15.72999954,30.12000084,422
17.5008,21.092,18.879,8.159,1.0776,1.2052,21.0890007,151.7299957,102.1800003,16.04000092,29.72999954,426
17.1455,20.9124,18.6852,8.1991,1.0937,1.22575,21.10000038,154.5,103.3899994,16.07999992,30.29999924,398
17.0461,21.1142,18.7601,8.2752,1.0988,1.2372,21.70899963,150.8200073,112.9100037,16.86499977,31.03000069,448
17.3973,21.4335,18.9282,8.3085,1.0894,1.23275,20.94300079,145.4299927,105.1500015,15.34000015,30.53000069,416
17.4258,21.4607,18.8451,8.3117,1.0833,1.2324,19.53700066,144.2899933,103.1299973,15.31000042,30.19000053,426
17.2394,21.3484,18.7633,8.3533,1.0903,1.2383,19.16200066,143,100.5500031,15.39999962,29.86000061,546
17.2577,21.3486,18.7729,8.3818,1.0865,1.23685,20.36499977,145.9299927,102.2399979,15.31999969,30.43000031,580
17.0717,21.2014,18.6406,8.3805,1.0895,1.2391,19.80200005,143.9600067,99.22000122,15.31000042,30.53000069,548
17.2392,21.2335,18.7528,8.3818,1.0878,1.231,19.32299995,141.8600006,97.18000031,14.89999962,30.14999962,333.7999878
17.2554,21.3958,18.7885,8.3526,1.0858,1.2315,19.26499939,142.5299988,96.31999969,14.47999954,29.38999939,336
17.1946,21.3307,18.7421,8.3886,1.0871,1.2353,19.19300079,141.1100006,97.51999664,15.07999992,29.5,318
17.2468,21.3162,18.7024,8.3893,1.0826,1.23535,17.8390007,137.8699951,97.25,15.65999985,28.89999962,324
17.1477,21.1525,18.5547,8.3717,1.0815,1.2353,16.76499939,135.2700043,93.68000031,15.60999966,28.51000023,310
16.9614,20.9134,18.3887,8.3598,1.0839,1.23765,17.37700081,135.2100067,95.45999908,16.05999947,28.95000076,324
17.1099,20.9057,18.5095,8.3164,1.0843,1.2257,17.70199966,135.9400024,96.05000305,17.36000061,28.55999947,342
16.7265,20.4423,18.1415,8.1853,1.0814,1.2174,16.89900017,134.7599945,98.12000275,18.03000069,28.62999916,314
16.893,20.5166,18.1642,8.203,1.0772,1.21645,16.51099968,133.4100037,95.26999664,16.85000038,28.38999939,302
17.0365,20.7062,18.2955,8.212,1.0747,1.2128,16.00099945,133.4900055,95.08999634,16.62999916,28.85000038,352
16.9657,20.6465,18.2161,8.2327,1.0723,1.2151,15.9090004,130.7299957,89.87000275,15.97000027,28.57999992,274
17.0166,20.6709,18.1907,8.2547,1.0696,1.21435,15.62800026,130.1499939,87.36000061,16.19000053,28.26000023,292
17.1939,20.4375,18.088,8.2365,1.05,1.18485,14.85900021,129.6199951,86.08000183,15.92000008,28.30999947,292
16.9791,20.403,18.0318,8.1728,1.0601,1.20225,14.26500034,125.0199966,83.12000275,15.88000011,27.79999924,294
16.8215,20.3254,17.8745,8.2932,1.0599,1.20565,14.7489996,126.3600006,85.13999939,15.64000034,28.35000038,290
17.0707,20.3773,18.0113,8.2999,1.0545,1.1933,14.31499958,125.0699997,85.81999969,15.77999973,27.87000084,258
17.114,20.6326,18.1417,8.4294,1.0622,1.2068,15.20600033,131.8600006,85.25,17.11000061,27.94000053,290
17.1493,20.7506,18.2434,8.4004,1.0633,1.2044,15.33899975,132.2299957,83.79000092,17.11000061,27.75,332
17.2949,21.0151,18.3689,8.4533,1.0636,1.2104,16.50099945,135.4499969,86.76999664,18.5,27.73999977,340
17.3293,21.0672,18.3959,8.4487,1.0599,1.21595,16.08499908,132.3000031,85.19000244,16.85000038,27.31999969,320
17.4547,21.2861,18.5596,8.4633,1.0598,1.21875,16.25399971,132.3699951,84.91999817,17.05999947,27.34000015,336
17.3492,21.4418,18.456,8.5193,1.0621,1.2309,16.95199966,136.5,88.44999695,20.13999939,27.87000084,448
17.1786,21.2499,18.2703,8.6205,1.0649,1.237,17.67399979,143.2100067,91.58000183,21.43000031,28.80999947,600
17.6174,21.5937,18.5687,8.6058,1.0545,1.22915,18.0720005,145.4700012,92.48999786,20.60000038,29.10000038,820
17.4977,21.4731,18.474,8.5493,1.0562,1.22765,17.53499985,144.4900055,90.55000305,21.29000092,28.92000008,2094
17.161,21.0068,18.1203,8.5523,1.0559,1.2265,17.00099945,142.1600037,89.08999634,21.65999985,28.94000053,2094
17.2011,20.9578,18.0869,8.5104,1.0519,1.21735,17.16900063,142.6499939,90.34999847,21.84000015,29.04000092,2384
17.3465,21.0603,18.1531,8.5022,1.0529,1.21455,16.12000084,140.9400024,88.45999908,21.48999977,28.54999924,1914
17.3461,21.1484,18.1874,8.5482,1.0516,1.2215,15.98700047,142.9100037,88.25,21.45000076,28.79999924,2046
17.2587,21.179,18.2027,8.5049,1.0587,1.22795,16.61000061,146.6300049,91.01000214,22.26000023,28.98999977,2009
17.5034,21.489,18.4434,8.5744,1.0538,1.2278,16.87599945,147.8099976,94.12999725,22.82999992,29.29999924,2196
17.384,21.052,18.1298,8.6389,1.0454,1.21665,17.13500023,148.3099976,95.5,22.37000084,28.72999954,1760
16.9746,20.3042,17.5577,8.4431,1.0376,1.2011,16.92300034,148.0299988,96.54000092,22.80999947,28.44000053,1944
17.0004,20.4633,17.6294,8.5933,1.0366,1.20235,15.63899994,141.1699982,92.41999817,23.52000046,27.70999908,1880
17.1143,20.6724,17.8118,8.6777,1.0463,1.20935,15.82699966,144.2200012,93.94999695,24.35000038,28.36000061,1892
17.2297,20.4844,17.7845,8.6361,1.0325,1.19375,16.5189991,151.0700073,94.12999725,23.28000069,29.10000038,1860
17.294,20.4951,17.7609,8.4809,1.0274,1.18765,16.03800011,150.1799927,93.19999695,22.72999954,28.87000084,2020
17.3683,20.5337,17.8216,8.4435,1.0246,1.1807,15.31700039,148.0099945,92.45999908,21.5,28.52000046,2000
17.389,20.6842,17.9976,8.4911,1.0366,1.1912,15.4090004,151.2899933,94.13999939,21.37999916,28.85000038,1878
17.2469,20.6049,17.9265,8.4273,1.0319,1.1861,15.67700005,150.7200012,94.84999847,19.94000053,28.85000038,1920
17.2922,20.5086,17.9692,8.4232,1.0412,1.1899,15.90999985,148.7899933,97.12000275,21.29000092,29.04999924,1736
17.235,20.3855,17.9313,8.3788,1.0404,1.1872,16.66600037,150.0399933,98.94000244,25.37000084,29.12000084,1722
17.2653,20.3747,17.8367,8.2936,1.0319,1.17675,16.29500008,148.2799988,98.48999786,27.82999992,28.45999908,1584
17.2798,20.2709,17.7083,8.3673,1.0308,1.17605,16.32699966,149.6999969,100.7900009,25.09000015,29.10000038,1742
17.7756,20.2535,17.7827,8.3895,0.9954,1.13745,15.75,146.8699951,96.62999725,22.76000023,28.57999992,1720
17.6668,20.4326,17.8117,8.2349,1.0039,1.14605,13.77600002,134.8699951,86.13999939,22.54999924,27.29000092,1900
17.7721,20.3908,17.7597,8.3822,0.9996,1.1466,14.60200024,139.5,89.98000336,28.07999992,27.65999985,1980
17.8789,20.3444,17.8145,8.286,0.9993,1.1446,14.30099964,138.9199982,90.52999878,29.10000038,28.01000023,1940
18.2961,20.5319,17.8808,8.0998,0.9872,1.1212,14.15600014,138.3800049,90.98000336,17.47999954,27.14999962,1934
18.3669,20.7298,17.9408,8.1607,0.9753,1.1211,13.42099953,138.8800049,89.30000305,16.32999992,26.37000084,1907
18.1238,20.8759,17.9453,8.3554,0.9908,1.1503,13.21899986,145.0299988,92.12000275,16.20999908,26.18000031,1938
18.1655,20.9639,18.0547,8.3349,0.9947,1.15585,13.54300022,150.6499939,96.79000092,16.65999985,27.09000015,1950
18.3075,21.1689,18.1555,8.4069,0.9914,1.15375,13.49699974,153.3399963,102.4400024,16.71999931,25.96999931,2058
18.1019,20.8398,18.0024,8.4041,0.9951,1.1537,13.83399963,155.7400055,103.4100037,17.06999969,26.65999985,1820
17.9907,20.8656,18.1139,8.3661,1.0037,1.15615,13.17599964,144.8000031,110.9599991,16.44000053,26.90999985,1598
18.0301,20.8816,18.077,8.3296,1.0023,1.1566,12.89599991,149.3500061,115.6600037,17.12000084,27.46999931,1674
18.4557,20.8753,18.2121,8.3286,0.9861,1.133,13.26099968,152.3399963,120.5999985,17.20000076,26.79000092,1943.400024
18.3241,20.7347,18.0053,8.2172,0.9851,1.13045,12.59899998,149.4499969,119.8199997,16.22999954,27.38999939,1756
18.3618,20.4816,17.9468,8.0612,0.973,1.11255,12.4659996,147.2700043,119.3199997,16.77000046,26.97999954,2042.400024
18.3382,20.5268,17.9292,8.1694,0.9811,1.1215,12.19400024,143.3899994,115.25,16.14999962,25.96999931,1988
18.1674,20.461,17.8494,8.1373,0.9778,1.1256,12.05099964,143.8600006,115.0699997,16.27000046,26.42000008,1796
18.017,20.4367,17.7486,8.1517,0.9835,1.12605,11.96700001,143.75,116.3600006,16.54000092,26.95999908,1678
18.1931,20.4818,17.731,8.2214,0.9739,1.12815,11.88799953,142.4100037,113.7900009,16.11000061,26.65999985,2088
18.1708,20.4694,17.7139,8.0889,0.9717,1.1246,11.22700024,138.3800049,106.9000015,17.48999977,26.21999931,2086
18.3614,20.337,17.8087,8.0867,0.9739,1.1155,11.96000004,142.9900055,112.5299988,18.29999924,26.42000008,2081
18.1774,20.0288,17.6612,7.9483,0.9706,1.1081,11.5,138.3399963,112.9000015,15.96000004,25.40999985,2082
