Mean_Real,Mean_Synthetic,Std_Real,Std_Synthetic,Skew_Real,Skew_Synthetic,Kurt_Real,Kurt_Synthetic,KS_Distance,Jarque_Bera_Real,Jarque_Bera_Synthetic,Asset,Fold
0.004247328225285645,1.5768946826173778,0.2205041041937944,0.020652486507410816,4.06030517801388,-0.3062832397065738,32.14308894255422,-0.34466304973616424,0.99,4579.676997180733,0.4116919246283769,0,0
-0.013664631431979013,1.8714448680710511,0.3128136905426479,0.04682123904789599,0.7880540435091894,0.23671273380740238,21.283352816798033,-1.489828589890235,0.99,1897.771765942789,2.0364340838671855,1,0
-0.0054613604865841325,1.9964682539422334,0.29708302591672664,0.03059301328831252,3.4349722288878,0.2573614264362199,26.142406451410686,-1.5593584820275244,0.99,3044.2564663486723,2.2471154089502736,2,0
0.06391762830416087,1.233112012533044,0.21289394731453448,0.008794433204329238,3.594596834335623,0.03795277955768186,12.570034322842499,-0.41159687680440227,1.0,873.7094520129218,0.14597803574979523,3,0
0.38725584472095037,1.0516672159512048,4.09451665768414,0.01658655741167216,3.7334815543628967,-0.10168645831767348,24.370802005338565,-0.6921920120062586,0.89,2707.048035210359,0.43374193725503396,4,0
0.31456499827418194,1.0414924605260807,1.0372289978442686,0.009195314756380073,3.666531897503494,-0.31626857530870656,12.754230910466028,-1.478396165494146,0.9,901.8509614130392,2.154798724215827,5,0
0.007817733668433573,1.3710018511443638,0.14776627637705692,0.0901226857759743,8.611638203793861,-0.7513367029692875,81.91680768440598,-0.14370491713383027,0.99,29195.852630900514,1.8988987234362302,6,0
-0.07111477103365378,1.087581055563701,1.3037509023806513,0.04674362677441675,-1.955290937072206,-0.5802880450389886,8.7674638109818,-1.0124882908552715,0.89,384.0044677969261,1.976724499983095,7,0
0.018448495942272995,1.5590719333088432,0.16471396469762867,0.11048502786714734,9.743617282446019,-0.11342774415655184,93.56591133550445,-1.6969430215707562,0.99,38059.716979294215,2.442565859196222,8,0
0.13954994541195315,0.918384449431121,0.27622880772255093,0.09558808316718873,2.3110228419724907,0.12206066770148588,4.945088498807258,-0.8664803982672802,0.93,190.90502735629272,0.6753195891502956,9,0
0.03489039028624399,1.4804653380035933,0.17714105141943776,0.03466310530591322,6.418652653325475,0.39862573138025603,44.40866983471169,-0.5908239434985498,0.99,8903.8598501025,0.8205690225707953,10,0
0.05566201516721407,0.8067791414553975,0.14295579077292894,0.08190365268324606,3.4932978849156013,0.1842932185746163,11.978972714841657,-0.29398200729340296,0.98,801.2846156414336,0.1852344852188531,11,0
